id,issn_l,issn,pissn,eissn,display_name,journal_title,publisher.x,publisher.y
https://openalex.org/V4210240844,1577-6921,"[""1577-6921""]",1577-6921,NA,Tonos digital,Tonos Digital : Revista Electrónica de Estudios Filológicos,Servicio de Publicaciones de la Universidad e Murcia,Universidad de Murcia
https://openalex.org/V4210240854,2354-5992,"[""2354-5992""]",2354-5992,2460-4119,Odonto: Jurnal Kedokteran Gigi,ODONTO: Dental Journal,Universitas Islam Sultan Agung,Universitas Islam Sultan Agung
https://openalex.org/V4210189126,2233-4718,"[""2233-4718"", ""2093-940X""]",2093-940X,2233-4718,Journal of rheumatic diseases,Journal of Rheumatic Diseases,The Korean Rheumatism Association,Korean College of Rheumatology
https://openalex.org/V4210192678,2086-2040,"[""2548-5334"", ""2086-2040""]",2086-2040,2548-5334,Al-Sihah,Al-Sihah: The Public Health Science Journal,Universitas Islam Negeri Alauddin Makassar,Universitas Islam Negeri Alauddin Makassar
https://openalex.org/V2736379171,0556-8080,null,0556-8080,2067-5127,Revue Roumaine d'Histoire de l'Art : Série Beaux-Arts,Revue Roumaine d'Histoire de l'Art : Série Beaux-Arts,NA,Publishing House of the Romanian Academy
https://openalex.org/V2736437200,1790-3769,null,NA,1790-3769,e-Perimetron,e-Perimetron,NA,Professor Emer. Evangelos Livieratos
https://openalex.org/V2736580918,0247-9788,"[""2109-9421"", ""0247-9788""]",0247-9788,2109-9421,Droit et Cultures,Droit et Cultures,OpenEdition,L’Harmattan
https://openalex.org/V2737076114,1695-2030,null,1695-2030,2386-5830,Boletín de la Sociedad Española de Historiografía Lingüística,Boletín de la Sociedad Española de Historiografía Lingüística,NA,Sociedad Española de Historiografía Lingüística (SEHL)
https://openalex.org/V2737843162,2095-5472,null,NA,2095-5472,Zhishi guanli luntan,Zhishi guanli luntan,NA,LIS Press
https://openalex.org/V4210198621,2594-1208,"[""2594-1208""]",NA,2594-1208,"MADGU mundo, arquitectura, diseño gráfico y urbanismo","MADGU Mundo, Arquitectura, Diseño Gráfico y Urbanismo",MADGU,Universidad de Sonora
https://openalex.org/V2738054534,2083-3652,null,NA,2083-3652,iNFOTEZY,iNFOTEZY,NA,Uniwersytet Jana Kochanowskiego
https://openalex.org/V2739439162,2317-6466,null,NA,2317-6466,Caderno Profissional de Marketing Unimep,Caderno Profissional de Marketing Unimep,NA,Universidade Metodista de Piracicaba
https://openalex.org/V4210206638,2663-8134,"[""2708-8464"", ""2663-8134""]",2663-8134,2708-8464,Espiral,Espiral,"Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion",Universidad Nacional Mayor de San Marcos
https://openalex.org/V4210215746,2746-0797,"[""2746-0797"", ""2746-0800""]",2746-0797,2746-0800,Zuriah,Zuriah,STAIN Curup,Institut Agama Islam Negeri (IAIN) Curup
https://openalex.org/V2736343058,2282-4979,"[""2282-4979"", ""2284-1784""]",2284-1784,NA,E-Review. Rivista degli Istituti Storici dell'Emilia-Romagna in Rete,E-Review. Rivista degli Istituti Storici dell'Emilia-Romagna in Rete,BraDypUS,BraDypUS
https://openalex.org/V2736525077,1961-9472,null,1961-9472,2257-8404,Synergies Turquie,Synergies Turquie,NA,Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT)
https://openalex.org/V2736948982,2007-2996,null,2007-3003,2007-2996,Revista de Investigación Educativa de la Escuela de Graduados en Educación,Revista de Investigación Educativa de la Escuela de Graduados en Educación,NA,Tecnológico de Monterrey
https://openalex.org/V2738130986,1558-643X,null,1558-643X,NA,Homeland Security Affairs,Homeland Security Affairs,NA,Naval Postgraduate School
https://openalex.org/V2739332113,2311-1100,null,NA,2311-1100,Biomedicinskaâ Inženeriâ i Èlektronika,Biomedicinskaâ Inženeriâ i Èlektronika,NA,Kherson National Technical University
https://openalex.org/V2764430216,0300-368X,"[""0300-368X""]",0300-368X,NA,Nigeria Agricultural Journal,Nigerian Agricultural Journal,African Journals Online,Agricultural Society of Nigeria
https://openalex.org/V4210174791,2528-5599,"[""2614-3291"", ""2528-5599""]",2528-5599,2614-3291,Keberlanjutan : jurnal manajemen dan jurnal akuntansi,Keberlanjutan,Universitas Pamulang,Universitas Pamulang
https://openalex.org/V2764479081,2013-407X,null,2013-407X,2013-4088,Catalan Historical Review,Catalan Historical Review,NA,Institut d'Estudis Catalans
https://openalex.org/V2764571624,2251-8657,null,2251-8657,2251-8665,Transactions on Combinatorics,Transactions on Combinatorics,NA,University of Isfahan
https://openalex.org/V2764703043,2095-283X,"[""2095-283X""]",2095-283X,NA,Journal of Radars,Leida xuebao,China Science Publishing & Media Ltd.,China Science Publishing & Media Ltd. (CSPM)
https://openalex.org/V2764770930,1224-5593,null,1224-5593,2067-7855,Applied Medical Informatics,Applied Medical Informatics,NA,"Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca"
https://openalex.org/V4210189987,2623-0364,"[""2623-0364"", ""2623-0569""]",2623-0364,2623-0569,Jurnal Surya Masyarakat,Jurnal Surya Masyarakat,LPPM Universitas Muhammadiyah Semarang,Lembaga Penelitian dan Pengabdian Masyarakat (LPPM) Universitas Muhammadiyah Semarang
https://openalex.org/V4210192496,1132-631X,"[""1132-631X"", ""2792-3878""]",1132-631X,2792-3878,SELIM. Sociedad Española de Lengua y Literatura Inglesa Medieval,SELIM,Universidad de Oviedo,Ediuno. Ediciones de la Universidad de Oviedo
https://openalex.org/V4210219392,2621-3559,"[""2621-3559"", ""2622-7606""]",2621-3559,2622-7606,Al-Bukhari,Al-Bukhari,IAIN Langsa,Program Studi Ilmu Hadis Fakultas Ushuluddin Adab dan Dakwah IAIN Langsa
https://openalex.org/V4210204219,2710-0812,"[""2710-3617"", ""2710-0812""]",2710-0812,2710-3617,الضحی,الضحی,Al-Ramzan Trust,Al-Ramzan Trust
https://openalex.org/V4210205339,0120-1425,"[""0120-1425""]",0120-1425,2711-1318,Boletín Geológico,Boletín Geológico,Servicio Geologico Colombiano,Servicio Geológico Colombiano
https://openalex.org/V2737493201,0211-0784,null,0211-0784,2013-9136,Treballs de Sociolingüística Catalana,Treballs de Sociolingüística Catalana,NA,Societat Catalana de Sociolingüística
https://openalex.org/V2737516900,1984-767X,null,NA,1984-767X,e-Hum: Revista das Áreas de Humanidade do Centro Universitário de Belo Horizonte,e-Hum: Revista das Áreas de Humanidade do Centro Universitário de Belo Horizonte,NA,Centro Universitário de Belo Horizonte
https://openalex.org/V2737587072,2007-9117,null,NA,2007-9117,RIESED: Revista Internacional de Estudios sobre Sistemas Educativos,RIESED,NA,Educación y Formación Profesional S.C.
https://openalex.org/V2737715684,2532-1110,null,NA,2532-1110,Cartagine. Studi e Ricerche,Cartagine. Studi e Ricerche,NA,Università degli Studi di Cagliari
https://openalex.org/V2737991997,1086-170X,null,NA,1947-2404,Mamlūk Studies Review,Mamlūk Studies Review,NA,"Middle East Documentation Center (MEDOC), University of Chicago"
https://openalex.org/V2738392991,2414-3731,null,NA,2414-3731,"Èkonomika, Pedagogika i Pravo","Èkonomika, Pedagogika i Pravo",NA,Alexander Galushkin Publishing House
https://openalex.org/V2764386878,2251-8401,"[""2251-8401"", ""2252-0414""]",2251-8401,2252-0414,The Scientific Journal of Rehabilitation Medicine,Ṭibb-i Tavānbakhshī,Negah Scientific Publisher,Shahid Beheshti University of Medical Sciences
https://openalex.org/V4210174932,0322-788X,"[""0322-788X"", ""1804-8765""]",0322-788X,1804-8765,Statistika,Statistika: Statistics and Economy Journal,Czech Statistical Office,Czech Statistical Office
https://openalex.org/V4210177024,0122-1108,"[""0122-1108"", ""2357-6170""]",0122-1108,2357-6170,Pensamiento Jurídico,Pensamiento Jurídico,Universidad Nacional de Colombia,Universidad Nacional de Colombia
https://openalex.org/V2764644540,1540-5877,null,NA,1540-5877,ehumanista Journal of Iberian Studies,eHumanista: Journal of Iberian Studies,NA,College of Letters and Science of the University of California Santa Barbara
https://openalex.org/V2764829666,2345-3206,null,2345-3206,2345-5535,"Iranian journal of health, safety and environment","Iranian Journal of Health, Safety and Environment",NA,"Iranian Journal of Health, Safety and Environment"
https://openalex.org/V4210219076,2724-3079,"[""2724-3079""]",NA,2724-3079,Balthazar,Balthazar,Milano University Press,Università degli Studi di Milano
https://openalex.org/V4210197463,2338-1787,"[""2338-1787""]",2355-4010,2338-1787,The Indonesian Green Technology Journal,Indonesian Green Technology Journal,Brawijaya University,University of Brawijaya
https://openalex.org/V4210227244,2715-2448,"[""2715-2448""]",2715-2448,2715-7199,Buana Information Technology and Computer Sciences,Buana Information Technology and Computer Sciences,Universitas Buana Perjuangan Karawang,Universitas Buana Perjuangan Karawang
https://openalex.org/V4210233426,2302-8106,"[""2302-8106""]",2302-8106,2656-4718,Journal of Communication and Media Studies,Jurnal Ranah Komunikasi,Universitas Andalas,Jurusan Ilmu Komunikasi FISIP UNAND
https://openalex.org/V985259614,0351-1189,"[""2591-1805"", ""0351-1189""]",0351-1189,2591-1805,Primerjalna Knjizevnost,Primerjalna Književnost,The Research Center of the Slovenian Academy of Sciences and Arts / Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti (ZRC SAZU),Slovenian Comparative Literature Association
https://openalex.org/V2737066023,1736-874X,null,1736-874X,1736-8758,Studies of Transition States and Societies,Studies of Transition States and Societies,NA,Tallinn University
https://openalex.org/V2737218828,1814-3199,null,1814-3199,2345-1017,Studia Universitatis Moldaviae: Stiinte Sociale,Studia Universitatis Moldaviae: Stiinte Sociale,NA,Moldova State University
https://openalex.org/V2765064708,2252-8180,null,2252-8180,NA,UNESA Journal of Chemistry,UNESA Journal of Chemistry,NA,Universitas Negeri Surabaya
https://openalex.org/V2737711747,2363-9849,null,NA,2363-9849,Journal for Deradicalization,Journal for Deradicalization,NA,Daniel Koehler
https://openalex.org/V2737837119,0867-0323,null,0867-0323,2450-3452,Forum Oświatowe,Forum Oświatowe,NA,University of Lower Silesia
https://openalex.org/V2738074376,2173-0040,null,NA,2173-0040,Re-visiones,Re-visiones,NA,Universidad Complutense de Madrid
https://openalex.org/V2738088027,1997-8553,null,1997-8553,2309-8619,Pakistan Journal of Commerce and Social Sciences,Pakistan Journal of Commerce and Social Sciences,NA,Johar Education Society
https://openalex.org/V2738178592,1698-739X,"[""1698-739X""]",NA,1698-739X,InDret,InDret,Universitat Pompeu Fabra,Universitat Pompeu Fabra Department of Law
https://openalex.org/V2739130039,2236-6040,null,2236-6040,NA,Revista Iberoamericana de Turismo,Revista Iberoamericana de Turismo,NA,Universidade Federal de Alagoas;	Universitat de Girona
https://openalex.org/V2739264652,2066-8325,null,2066-8325,NA,Oeconomics of Knowledge,Oeconomics of Knowledge,NA,Saphira Publishing
https://openalex.org/V2739433022,1974-563X,null,NA,1974-563X,Tafter Journal : Esperienze e Strumenti per Cultura e Territorio,Tafter Journal : Esperienze e Strumenti per Cultura e Territorio,NA,Monti &Taft s.r.l.
https://openalex.org/V4210176263,2279-1469,"[""2279-1469""]",2279-1469,2448-9298,Kelaniya Journal of Management,Kelaniya Journal of Management,Sri Lanka Journals Online,"Faculty of Commerce & Manangement Studies, University of Kelaniya"
https://openalex.org/V2764564467,1068-5502,null,1068-5502,2327-8285,Western Journal of Agricultural Economics,Journal of Agricultural and Resource Economics,NA,Western Agricultural Economics Association
https://openalex.org/V4210185018,1018-9556,"[""1018-9556""]",1018-9556,2414-3324,Ekklēsiastikos faros,Pharos Journal of Theology,AFRICAJOURNALS,Africajournals
https://openalex.org/V4210221825,2726-6141,"[""2726-6141""]",NA,2726-6141,"Journal of theoretical, computational and applied mechanics","Journal of Theoretical, Computational and Applied Mechanics",Centre pour la Communication Scientifique Directe,INRIA
https://openalex.org/V4210223637,1412-2596,"[""1412-2596""]",1412-2596,2460-8319,"Litera: Jurnal Penelitian Bahasa, Sastra, dan Pengajarannya",Litera,Universitas Negeri Yogyakarta,Universitas Negeri Yogyakarta
https://openalex.org/V2764895092,1005-5053,null,1005-5053,NA,Journal of Aeronautical Materials,Journal of Aeronautical Materials,NA,Journal of Aeronautical Materials
https://openalex.org/V4210171580,2721-656X,"[""2721-656X"", ""2746-0967""]",2746-0967,2721-656X,Jurnal Penegakan Hukum dan Keadilan,Jurnal Penegakan Hukum dan Keadilan,Universitas Muhammadiyah Yogyakarta,Universitas Muhammadiyah Yogyakarta
https://openalex.org/V4210228353,1829-5754,"[""1829-5754""]",1829-5754,2461-1077,Link: Majalah Jaringan Informasi Poltekkes Semarang,LINK,Poltekkes Kemenkes Semarang,UPPM Poltekkes Kemenkes Semarang
https://openalex.org/V4210230388,2477-5738,"[""2477-5738""]",2477-5738,2502-0528,Jurnal Public Policy,Jurnal Public Policy,Universitas Teuku Umar,Universitas Teuku Umar
https://openalex.org/V4210191854,1609-8102,"[""1609-8102"", ""2415-0940""]",1609-8102,2415-0940,Tecnociencia,Tecnociencia,Universidad de Panama,Universidad de Panamá
https://openalex.org/V4210194822,2007-5545,"[""2007-5634"", ""2007-5545""]",2007-5634,2007-5545,Biolex,Biolex,BIOLEX,Universidad de Sonora
https://openalex.org/V2736779124,1766-3059,null,1766-3059,2260-7846,Synergies France,Synergies France,NA,Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT)
https://openalex.org/V2738099252,1981-9919,null,NA,1981-9919,"Revista Brasileira de Obesidade, Nutrição e Emagrecimento","Revista Brasileira de Obesidade, Nutrição e Emagrecimento",NA,Instituto Brasileiro de Pesquisa e Ensino em Fisiologia do Exercício
https://openalex.org/V2739145650,1989-3469,null,1989-3469,NA,Prisma Social,Prisma Social,NA,Fundación iS+D para la Investigación Social Avanzada
https://openalex.org/V2739148201,0313-7155,null,NA,1837-6290,Issues in Educational Research,Issues in Educational Research,NA,Australian Institutes for Educational Research
https://openalex.org/V2764386545,1841-2416,"[""1841-2416"", ""2068-9667""]",1841-2416,NA,Management and Marketing Journal,Management & Marketing,University of Craiova,Universitaria Press Craiova
https://openalex.org/V4210204677,2008-4331,"[""2645-3541"", ""2008-4331""]",2008-4331,2645-3541,فصلنامه روانشناسی کاربردی,فصلنامه روان‌شناسی کاربردی,NA,Shahid Beheshti University
https://openalex.org/V4210214222,1693-4024,"[""1693-4024""]",1693-4024,2355-0740,Jurnal Eltek,Jurnal Eltek,Politeknik Negeri Malang,Politeknik Negeri Malang
https://openalex.org/V4210216650,2548-334X,"[""2548-334X""]",2548-334X,2548-3358,Fokus: jurnal kajian keislaman dan kemasyarakatan,Fokus,STAIN Curup,Institut Agama Islam Negeri (IAIN) Curup
https://openalex.org/V165215955,1712-8277,null,NA,1712-8277,Journal of Rural and Community Development,Journal of Rural and Community Development,NA,"Rural Development Institute, Brandon University"
https://openalex.org/V2736680222,2215-9312,null,NA,2215-9312,Boletín Científico Sapiens Research,Boletín Científico Sapiens Research,NA,Sapiens Research Group
https://openalex.org/V2737011485,0874-1409,null,0874-1409,2182-9446,Op. Cit.: Revista de Estudos Anglo-Americanos / A Journal of Anglo-American Studies,Op. Cit.: Revista de Estudos Anglo-Americanos / A Journal of Anglo-American Studies,NA,APEAA/Associação Portuguesa de Estudos Anglo-Americanos/Portuguese Association for Anglo-American Studies
https://openalex.org/V2737120582,2247-8531,null,NA,2247-8531,Economic Research Guardian,Economic Research Guardian,NA,Weissberg Publishing
https://openalex.org/V2737788776,2175-9391,null,NA,2175-9391,Democracia Digital e Governo Eletrônico,Democracia Digital e Governo Eletrônico,NA,Universidade Federal de Santa Catarina
https://openalex.org/V2737945855,2383-3033,null,2383-3033,2423-4702,Salāmat-i ijtimā̒ī,Salāmat-i ijtimā̒ī,NA,Shahid Beheshti University of Medical Sciences
https://openalex.org/V2765061520,1000-7512,null,1000-7512,NA,Journal of Isotopes,Journal of Isotopes,NA,Editorial Board of Journal of Isotopes
https://openalex.org/V2738272431,1870-6800,null,1870-6800,NA,Portes: Revista mexicana de estudios sobre la Cuenca del Pacífico,Portes: Revista mexicana de estudios sobre la Cuenca del Pacífico,NA,Universidad de Colima
https://openalex.org/V2738506776,2000-2955,null,2000-2955,NA,Baltic Worlds,Baltic Worlds,NA,Södertörns University
https://openalex.org/V2739150457,2447-018X,null,NA,2447-018X,Conexões Culturais,Conexões Culturais,NA,Centro Latinoamericano de Estudos em Cultura
https://openalex.org/V4210170800,2414-5955,"[""2414-5955"", ""2522-4417""]",2414-5955,2522-4417,Енвиронментал проблемс,Environmental Problems,Lviv Polytechnic National University,Lviv Polytechnic National University
https://openalex.org/V4210171550,2448-6930,"[""2448-6930"", ""2448-6949""]",2448-6930,2448-6949,ElOrnitorrinco tachado,El Ornitorrinco Tachado,NA,Universidad Autónoma del Estado de México
https://openalex.org/V4210171753,2442-7985,"[""2442-7985""]",2442-7985,2579-7727,Jurnal Keamanan Nasional,Jurnal Keamanan Nasional,Universitas Bhayangkara Jakarta Raya,Universitas Bhayangkara Jakarta Raya
https://openalex.org/V2764520499,0857-6084,null,0857-6084,NA,Thai Journal of Obstetrics and Gynaecology,Thai Journal of Obstetrics and Gynaecology,NA,The Royal Thai College of Obstetricians and Gynaecologists
https://openalex.org/V4210184370,2735-6620,"[""2735-6620""]",NA,2735-6620,Propuestas críticas en trabajo social,Propuestas Críticas en Trabajo Social,Universidad de Chile,Universidad de Chile
https://openalex.org/V4210185270,2695-6349,"[""2695-6349""]",NA,2695-6349,Biblioteca de Babel,Biblioteca de Babel,Servicio de Publicaciones de la Universidad Autonoma de Madrid,Universidad Autónoma de Madrid
https://openalex.org/V4210187171,2355-8857,"[""2355-8857""]",2355-8857,2407-6376,JOH : Journal of Health,Journal of Health (JOH),LPPM STIKES Guna Bangsa Yogyakarta,LPPM STIKES Guna Bangsa Yogyakarta
https://openalex.org/V4210187336,1390-5902,"[""1390-5902""]",NA,1390-5902,Cedamaz,Cedamaz,Universidad Nacional de Loja,Universidad Nacional de Loja
https://openalex.org/V4210190114,0123-4471,"[""0123-4471""]",0123-4471,2462-9782,Revista de antropologia y sociologia de la Universidad de Caldas,Revista de Antropología y Sociología Virajes,Universidad de Caldas,Universidad de Caldas
https://openalex.org/V2736681486,1696-7348,null,NA,1696-7348,Aposta,Aposta,NA,Aposta
https://openalex.org/V2736689145,2153-9065,null,NA,2153-9065,Journal of African American Males in Education,Journal of African American Males in Education,NA,Journal of African American Males in Education
https://openalex.org/V4210168390,2282-7447,"[""2282-7447""]",NA,2282-7447,Public Knowledge Project PLN,Carte Romanze,Milano University Press,Università degli Studi di Milano
https://openalex.org/V2738259653,0325-8718,null,0325-8718,1669-2314,RIA: Revista Investigaciones Agropecuarias,RIA: Revista Investigaciones Agropecuarias,NA,Instituto Nacional de Tecnología Agropecuaria (INTA)
https://openalex.org/V2738328780,2149-9748,null,NA,2149-9748,"Journal of International Trade, Logistics and Law","Journal of International Trade, Logistics and Law",NA,"Collaboration (Ömer ÖZKAN, Murat Çemberci, Mustafa Emre Civelek, Nagehan Uca, Okşan Kibritçi)"
https://openalex.org/V2738943948,0352-9630,null,0352-9630,2303-6141,Folia Medica Facultatis Medicinae Universitatis Saraeviensis,Folia Medica Facultatis Medicinae Universitatis Saraeviensis,NA,"University of Sarajevo, Medical Faculty"
https://openalex.org/V2739242376,1885-2211,null,1885-2211,NA,marcoELE. Revista de Didáctica Español Lengua Extranjera,marcoELE. Revista de Didáctica Español Lengua Extranjera,NA,marcoELE
https://openalex.org/V2739333235,2171-956X,null,2171-956X,2174-1131,Cuadernos de Proyectos Arquitectónicos,Cuadernos de Proyectos Arquitectónicos,NA,Universidad Politécnica de Madrid
https://openalex.org/V2739477899,0326-1735,null,0326-1735,2313-903X,Boletín Geográfico,Boletín Geográfico,NA,"Departamento de Geografía, Facultad de Humanidades, Universidad Nacional del Comahue"
https://openalex.org/V2764499034,2228-6225,null,2228-6225,2228-6233,International Journal of Mathematical Modelling & Computations,International Journal of Mathematical Modelling & Computations,NA,Islamic Azad University
https://openalex.org/V2764806828,1000-4556,null,1000-4556,NA,Chinese Journal of Magnetic Resonance,Chinese Journal of Magnetic Resonance,NA,Science Press
https://openalex.org/V4210183762,2359-313X,"[""2359-313X""]",NA,2359-313X,Revista de Governança Corporativa,Revista de Governança Corporativa,Revista de Governanca Corporativa,Instituto Gepra
https://openalex.org/V4210195124,1807-1112,"[""1807-1112""]",1807-1112,2448-1939,Prâksis,Prâksis,Associacao Pro-Ensino Superior em Novo Hamburgo,Universidade Feevale
https://openalex.org/V4210200104,1979-0503,"[""2503-1244"", ""1979-0503""]",1979-0503,NA,Jurnal Inovasi Pendidikan Kimia,Jurnal Inovasi Pendidikan Kimia,Universitas Negeri Semarang,Universitas Negeri Semarang
https://openalex.org/V4210210157,1979-2603,"[""1979-2603""]",1979-2603,2407-1684,Sosial Budaya,Sosial Budaya,Universitas Islam Negeri Sultan Syarif Kasim Riau,LPPM UIN Sultan Syarif Kasim Riau
https://openalex.org/V4210239374,2597-3851,"[""2597-3851""]",NA,2597-3851,Healthy-Mu journal,Healthy-Mu Journal,LP2M - UM Banjarmasin,Universitas Muhammadiyah Banjarmasin
https://openalex.org/V4210234465,2304-568X,"[""2710-0839"", ""2304-568X""]",2304-568X,2710-0839,Алматы технологиялық университетінің хабаршысы,Алматы технологиялық университетінің хабаршысы,Almaty Technological University JSC,Almaty Technological University
https://openalex.org/V4210234494,2635-2648,"[""2635-2648""]",2183-4172,2635-2648,European journal of management studies,European Journal of Management Studies,NA,Emerald Publishing
https://openalex.org/V4210235982,2797-507X,"[""2797-507X""]",NA,2797-507X,Journal of Magnetism and Its Applications,Journal of Magnetism and Its Applications,Indonesian Magnetics Society,Indonesian Magnetics Society
https://openalex.org/V4210238118,2086-6852,"[""2598-5892"", ""2086-6852""]",2086-6852,2598-5892,Yurisdiksi: Jurnal Wacana Hukum dan Sains,Yurisdiksi: Jurnal Wacana Hukum dan Sains,Universitas Merdeka Surabaya,Law Faculty Merdeka University Surabaya
https://openalex.org/V4210238655,1998-9563,"[""2224-7955"", ""1998-9563""]",1998-9563,2224-7955,Hydrology research,Hydrology Research,NA,IWA Publishing
https://openalex.org/V4210238925,2594-1356,"[""2594-1356""]",NA,2594-1356,Ius comitiãlis,Ius Comitiãlis,Universidad Autonoma del Estado de Mexico,Universidad Nacional Autónoma de México
https://openalex.org/V23251351,2373-1753,null,2373-1753,2373-1761,The Journal of Entrepreneurial Finance,The Journal of Entrepreneurial Finance,NA,Pepperdine University
https://openalex.org/V2736663096,2444-3220,null,NA,2444-3220,Millennium DIPr,Millennium DIPr,NA,Universidad de Zaragoza
https://openalex.org/V2737886233,2309-7981,null,NA,2309-7981,Journal of Pioneering Medical Sciences,Journal of Pioneering Medical Sciences,NA,Journal of Pioneering Medical Sciences
https://openalex.org/V2738205083,0873-3600,"[""0873-3600""]",0873-3600,1647-2144,Saber & Educar,Saber & Educar,NA,Escola Superior de Educação de Paula Frassinetti
https://openalex.org/V2738381239,2252-6641,null,2252-6641,2549-0354,Indonesian Journal of History Education,Indonesian Journal of History Education,NA,Universitas Negeri Semarang
https://openalex.org/V2738405293,1542-6300,null,NA,1542-6300,Sociation Today,Sociation Today,NA,North Carolina Sociological Association
https://openalex.org/V2738564812,1981-9900,null,NA,1981-9900,Revista Brasileira de Prescrição e Fisiologia do Exercício,Revista Brasileira de Prescrição e Fisiologia do Exercício,NA,Instituto Brasileiro de Pesquisa e Ensino em Fisiologia do Exercício
https://openalex.org/V2738785026,1941-8043,null,NA,1941-8043,Journal of Collective Bargaining in the Academy,Journal of Collective Bargaining in the Academy,NA,National Center for the Study of Collective Bargaining in Higher Education and the Professions
https://openalex.org/V2739024664,2260-4278,null,2258-4307,NA,Synergies Afrique des Grands Lacs,Synergies Afrique des Grands Lacs,NA,Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT)
https://openalex.org/V2739047354,1887-3553,null,NA,1887-3553,Res Diachronicae Virtual,Res Diachronicae Virtual,NA,Asociación de Jóvenes Investigadores de Historiografía e Historia de la Lengua Española
https://openalex.org/V4210205729,0255-0539,"[""0255-0539""]",0255-0539,NA,Transilvania,Transilvania,ASTRA National Museum Complex,ASTRA National Museum Complex
https://openalex.org/V2764794760,2285-3332,null,2285-3332,2344-3847,USV Annals of Economics and Public Administration,USV Annals of Economics and Public Administration,NA,"Editura Univeristatii ""Stefan cel Mare"" din Suceava"
https://openalex.org/V101689161,0017-3916,null,0017-3916,2159-3159,Greek Roman and Byzantine Studies,"Greek, Roman, and Byzantine Studies",NA,Duke University
https://openalex.org/V2764988159,1823-4690,null,1823-4690,NA,journal of engineering science and technology,Journal of Engineering Science and Technology,NA,Taylor's University
https://openalex.org/V2736344477,2367-7791,null,NA,2367-7791,Ikonomika i Kompûtʺrni Nauki,Икономика и компютърни науки,NA,Knowledge and business
https://openalex.org/V2736823545,2525-1198,null,NA,2525-1198,Epistemología e Historia de la Ciencia,Epistemología e Historia de la Ciencia,NA,Universidad Nacional de Córdoba
https://openalex.org/V2737027094,1944-6195,null,NA,1944-6195,In the Library with the Lead Pipe,In the Library with the Lead Pipe,NA,In the Library with the Lead Pipe
https://openalex.org/V2737709537,2255-5684,null,NA,2255-5684,GECONTEC: Revista Internacional de Gestión del Conocimiento y la Tecnología,GECONTEC: Revista Internacional de Gestión del Conocimiento y la Tecnología,NA,Universidad Pablo de Olavide
https://openalex.org/V2737723593,1609-1841,null,1609-1841,2074-8647,Biotecnología Vegetal,Biotecnología Vegetal,NA,Universidad Central Marta Abreu de Las Villas
https://openalex.org/V2737823928,2281-4841,null,2281-4841,NA,Lingue Antiche e Moderne,Lingue Antiche e Moderne,NA,Associazione Laureati in Lingue
https://openalex.org/V2738017051,2327-3607,null,NA,2327-3607,Critical Questions in Education,Critical Questions in Education,NA,Academy for Educational Studies
https://openalex.org/V2738108927,2284-3515,null,NA,2284-3515,Aisthema: International Journal,Aisthema: International Journal,NA,"Aisthema, International Journal"
https://openalex.org/V2739150389,2345-3931,null,2345-3931,2382-9877,Journal of Algebra and Related Topics,Journal of Algebra and Related Topics,NA,University of Guilan
https://openalex.org/V2739150836,2312-4423,null,2312-4423,2312-6884,Baqai Journal of Health Sciences,Baqai Journal of Health Sciences,NA,Baqai University Press
https://openalex.org/V2739274081,2080-8836,null,2080-8836,NA,Przegląd Geopolityczny,Przegląd Geopolityczny,NA,Polskie Towarzystwo Geopolityczne
https://openalex.org/V4210182722,2772-9737,"[""2772-9737""]",NA,2772-9737,Continence,Continence,Elsevier,Elsevier
https://openalex.org/V4210224101,2542-7849,"[""2542-7849""]",1658-6816,2542-7849,Saudi Journal of Oral Sciences,Saudi Journal of Oral Sciences,NA,Wolters Kluwer Medknow Publications
https://openalex.org/V4210202980,2658-1213,"[""2720-1414"", ""2658-1213""]",2658-1213,NA,"Pedagogika, Studia i Rozprawy",Pedagogika. Studia i Rozprawy,Uniwersytet Humanistyczno-Przyrodniczy im. Jana D?ugosza w Cz?stochowie,Jan Długosz University in Częstochowa
https://openalex.org/V4210237000,1829-5827,"[""2656-5277"", ""1829-5827""]",1829-5827,2656-5277,Nakhoda: Jurnal Ilmu Pemerintahan,Nakhoda: Jurnal Ilmu Pemerintahan,Laboratorium Ilmu Pemerintahan FISIP Universitas Riau,"Governmental Science Laboratory, Faculty of Social and Political Sciences, Universitas Riau"
https://openalex.org/V4210213598,2586-5552,"[""2586-5552""]",2586-5595,2586-5552,The Asian Journal of Kinesiology (Online),The Asian Journal of Kinesiology,Korean Academy of Kinesiology,Asian Society of Kinesiology
https://openalex.org/V4210167514,1392-642X,"[""2029-7750"", ""1392-642X""]",1392-642X,2029-7262,Lietuvos statistikos darbai,Lithuanian Journal of Statistics,Vilnius University,"Lietuvos statistikų sąjunga, Lietuvos statistikos departamentas"
https://openalex.org/V2736318257,1390-8448,null,1390-8472,1390-8448,Tsantsa: Revista de Investigaciones Artísticas,Tsantsa: Revista de Investigaciones Artísticas,NA,Universidad de Cuenca
